,StartDate,EndDate,Duration (in seconds),Finished,RecordedDate,ResponseId,Q1,Q2,gender,age_group,rgn_nm,bmclub,division,memberNo,SEG,weight
286,2025-10-16 17:10:18,2025-10-16 17:12:40,141,TRUE,2025-10-16 17:12:41,R_90Dv5QvZd5OCDJO,5 ,편리한대 가격이비쌈,MALE,30대,수도권,미구독,[BMART],2.21018E+11,MALE30대,
321,2025-10-16 17:13:21,2025-10-16 17:13:39,18,TRUE,2025-10-16 17:13:40,R_4xA6y85G81RwIQp,7 ,간편 편리 신속 정확합니다,MALE,30대,수도권,구독,"[BMART, Store]",2.11101E+11,MALE30대,
334,2025-10-16 17:12:49,2025-10-16 17:14:10,80,TRUE,2025-10-16 17:14:11,R_4mkL4w73B4GVG4Z,8 ,생각보다 집 근처 마트보다 더 저렴한 물품도 있고 물과 같은 생필품을 직접 들고올필요가 없어서 편함 차량이 없는 자취생들 입장에선 이보다 펀한게 없음,MALE,30대,수도권,구독,"[BMART, Store]",1.80219E+11,MALE30대,
377,2025-10-16 17:15:25,2025-10-16 17:15:39,14,TRUE,2025-10-16 17:15:40,R_9e9ikA0ANG9nRIl,10 ,좋음,MALE,30대,수도권,구독,[BMART],2.01311E+11,MALE30대,
382,2025-10-16 17:14:46,2025-10-16 17:15:50,64,TRUE,2025-10-16 17:15:51,R_9M3hjk7me0XYaPQ,10 ,너무 쉽게 이용하기 편하게 잘 정리해논 느낌이라 사용 만족도가 높습니다.,MALE,30대,수도권,구독,[BMART],1.7101E+11,MALE30대,
417,2025-10-16 17:17:20,2025-10-16 17:17:43,23,TRUE,2025-10-16 17:17:45,R_95N1qsnQpDJJltK,9 ,가격도 착하고 배달도 빠르고 좋아요,MALE,30대,수도권,구독,[BMART],2.30705E+11,MALE30대,
440,2025-10-16 17:18:10,2025-10-16 17:18:43,32,TRUE,2025-10-16 17:18:44,R_4f2VmxJ8aiqBTSI,5 ,다른 어플과 구성과 가격이 비슷함,MALE,30대,수도권,구독,[BMART],1.90501E+11,MALE30대,
464,2025-10-16 17:18:45,2025-10-16 17:20:17,92,TRUE,2025-10-16 17:20:18,R_4qJ8oBrUPYVcgkj,7 ,"빠른 배송에 할인도 좋고 품질이나 소비기한 등 여러가지가 편한 대신 시간대 조정이 잘 안되는 점과 간혹 하자 있는 제품 발생, 마지막으로 제품이 제한적이기에 해당 점수 줌",MALE,30대,수도권,구독,[BMART],2.20629E+11,MALE30대,
475,2025-10-16 17:20:36,2025-10-16 17:20:54,17,TRUE,2025-10-16 17:20:55,R_4Yg04ZeDH4vhGWG,10 ,가격 저렴 슈퍼에서 살 슈 없는 뮬건 많음,MALE,30대,수도권,미구독,[BMART],1.80328E+11,MALE30대,
522,2025-10-16 17:22:31,2025-10-16 17:23:13,42,TRUE,2025-10-16 17:23:14,R_9qF3d7zERNiDmEv,10 ,배송도 빠르고 할인도 많이 있어서,MALE,30대,수도권,구독,[BMART],2.30913E+11,MALE30대,
561,2025-10-16 17:25:20,2025-10-16 17:26:27,67,TRUE,2025-10-16 17:26:28,R_9nJC1yg9lmt1Cqo,9 ,"할인 쿠폰, 플러스 행사",MALE,30대,수도권,미구독,"[BMART, Store]",2.30109E+11,MALE30대,
570,2025-10-16 17:26:53,2025-10-16 17:27:20,26,TRUE,2025-10-16 17:27:21,R_9L8633ctyE5BY0w,10 ,빠르다  저렴하다 품질도좋다,MALE,30대,수도권,구독,[Store],1.70219E+11,MALE30대,
577,2025-10-16 17:27:54,2025-10-16 17:28:09,15,TRUE,2025-10-16 17:28:10,R_9nxic7bEx9uJD2A,8 ,.,MALE,30대,수도권,구독,[BMART],2.01401E+11,MALE30대,
611,2025-10-16 17:29:14,2025-10-16 17:30:19,65,TRUE,2025-10-16 17:30:21,R_9EWjtISmNBSy4HD,7 ,대형마트 배달 서비스는 아주 예전부터 존재했지만 각 품목별 별점이나 후기를 알 수는 없었음. 이게 비마트의 존재 이유임,MALE,30대,수도권,구독,[BMART],1.41209E+11,MALE30대,
618,2025-10-16 17:29:54,2025-10-16 17:30:49,54,TRUE,2025-10-16 17:30:50,R_90UqvSwi9lnZHe0,10 ,배달도 적당하고 음식 품질도 좋습니다.,MALE,30대,수도권,미구독,"[BMART, Store]",2.01125E+11,MALE30대,
629,2025-10-16 17:31:44,2025-10-16 17:32:38,54,TRUE,2025-10-16 17:32:39,R_4QPuMjYN1Wmj584,10 ,"너무 간편하고 물건도 꽤 다양함
시키면 다음날이 아니라 1시간쯤 내로 오니까 급하게 필요할때 특히 좋음",MALE,30대,수도권,구독,"[BMART, Store]",2.31115E+11,MALE30대,
676,2025-10-16 17:35:58,2025-10-16 17:37:33,94,TRUE,2025-10-16 17:37:34,R_9jU688fDdWMIdRC,7 ,"굉장히 편리하긴 하지만 할인을 하는 제품도 직접 장보는 마트에 비해 덜 저렴한 경우가 종종 있어요
그리고 아직까지는 종류가 그렇게까지 다양하지 않은 거 같아요
하지만 마감 할인이나 일반 마트에서 팔지 않는 상품들을 구매하는 경험은 마음에 들어요",MALE,30대,수도권,구독,[BMART],1.91017E+11,MALE30대,
700,2025-10-16 17:42:29,2025-10-16 17:43:53,83,TRUE,2025-10-16 17:43:54,R_4SQHWtnn0GFeUyl,6 ,제품은 저렴하고 배달도 매우 편리함. 하지만 양배추가 시중에서 파는것보다 너무 작다거나 녹아서 손상된 상추등이 자주 발견됨. 그냥 급하게 대충 사서먹기엔 좋지만 퀄리티를 기대하긴 조금 애매한 상황임.,MALE,30대,수도권,구독,[BMART],1.70509E+11,MALE30대,
707,2025-10-16 17:40:59,2025-10-16 17:45:34,274,TRUE,2025-10-16 17:45:34,R_9n765lr94LmM1cB,9 ,"전반적으로는 만족스런 경험이었으나
배달시간이 도착예상시간을 훨씬 넘어
도착한 경험이 생각보다 많았음.

예상치 못한 상황으로 늦을 수는 있겠으나
아무런 안내없어 마냥 기다리는 경험은
좋진 못했음.",MALE,30대,수도권,구독,"[BMART, Store]",1.51104E+11,MALE30대,
715,2025-10-16 17:46:39,2025-10-16 17:47:07,27,TRUE,2025-10-16 17:47:08,R_9zcJb9Fi2354z3l,5 ,장단점이 공존함,MALE,30대,수도권,구독,[Store],1.70427E+11,MALE30대,
728,2025-10-16 17:48:54,2025-10-16 17:50:10,76,TRUE,2025-10-16 17:50:11,R_9VseVBsx1gcF1UO,10 ,제가 필요할때 1. 빠르게 2.다양한 상품을 받아볼수 있어서요. ,MALE,30대,수도권,구독,[BMART],2.01231E+11,MALE30대,
754,2025-10-16 17:54:48,2025-10-16 17:56:12,83,TRUE,2025-10-16 17:56:13,R_4ylIZrydZ7QsVLc,5 ,"가격 조금 비쌈 
어떤 상품 묶음 판매",MALE,30대,수도권,구독,[Store],1.50828E+11,MALE30대,
794,2025-10-16 18:03:57,2025-10-16 18:08:57,299,TRUE,2025-10-16 18:08:58,R_9pXm9weYLXBQtIR,6 ,"타사에 비해 배민클럽은 저렴한 편이지만 혜택이 무료배송, 카페 픽업쿠폰 말고는 별로라고 생각합니다",MALE,30대,수도권,구독,[Store],2.40825E+11,MALE30대,
804,2025-10-16 17:54:19,2025-10-16 18:11:13,1013,TRUE,2025-10-16 18:11:14,R_416NNoX17sPRBhk,10 ,"집에서 간편하게 급하게 필요한 물품이나
식사재료등 구매가 편합니다",MALE,30대,수도권,구독,[BMART],2.00817E+11,MALE30대,
864,2025-10-16 18:52:36,2025-10-16 18:52:58,22,TRUE,2025-10-16 18:52:59,R_4cEQEBGD57s36Nj,5 ,다른 앱들이 더 편리하다,MALE,30대,수도권,구독,[BMART],1.80207E+11,MALE30대,
934,2025-10-16 21:41:27,2025-10-16 21:42:03,36,TRUE,2025-10-16 21:42:05,R_4waIvhPCUs5vajG,5 ,지난번 배송을해주지않아서 추천안해요,MALE,30대,수도권,미구독,"[BMART, Store]",2.00211E+11,MALE30대,
944,2025-10-16 22:15:25,2025-10-16 22:17:42,136,TRUE,2025-10-16 22:17:43,R_9Ra87yvtH3pwXUi,7 ,실제로 장을 보러가는 것보다 시간을 절약할 수 있어서,MALE,30대,수도권,구독,[BMART],1.90502E+11,MALE30대,
964,2025-10-17 00:54:28,2025-10-17 00:55:29,60,TRUE,2025-10-17 00:55:30,R_9yAFbLjZXsSj6Vz,10 ,주문했을 때 제품 상태도 준수하고 쿠폰 같은 할인 혜택도 좋고 무엇보다 주문하고 곧바로 받아볼 수 있어서입니다.,MALE,30대,수도권,구독,[BMART],2.00318E+11,MALE30대,
988,2025-10-17 11:28:02,2025-10-17 11:28:56,53,TRUE,2025-10-17 11:28:57,R_4prIHFHxU0uUlrc,10 ,이용하기 편합니다.,MALE,30대,수도권,미구독,[BMART],2.01211E+11,MALE30대,
989,2025-10-17 14:29:52,2025-10-17 14:30:50,57,TRUE,2025-10-17 14:30:51,R_9ZVcjVmzGF4VS4E,5 ,가격대가 급하게 사면 나쁘지는않는데 굳이? 요즘 마트어플들로 구매하면 더 저렴하고 할인이나 이벤트가 배민어플보다는 더 좋다,MALE,30대,수도권,구독,[Store],1.80421E+11,MALE30대,
29,2025-10-16 17:02:39,2025-10-16 17:02:57,18,TRUE,2025-10-16 17:02:58,R_4s3ShcWsltWYQCJ,10 ,걸맞는 혜택들이 준비되어 있었습니다.,MALE,30대,지방,구독,[Store],2.00601E+11,MALE30대,
43,2025-10-16 17:01:52,2025-10-16 17:03:43,110,TRUE,2025-10-16 17:03:45,R_4r1j0KbmLe4zDcg,5 ,"최소주문금액이 높고 배달비가 비쌈
몸이불편하거나 나갈수없는 상황이거나 혜택이 확실하지않으면 그다지갈이유가없음",MALE,30대,지방,구독,[Store],1.50522E+11,MALE30대,
49,2025-10-16 17:01:37,2025-10-16 17:03:49,132,TRUE,2025-10-16 17:03:50,R_4ma6OOpR2Nkc4My,10 ,"일단 B마트가 다른 널리 알려진 마트보다 생소한편인데
장보려고 혹시 이런것도 있을까 하면 앵간하면 다 있어요 
심지어 더 좋은 상품도 있고 ㅎㅎ
너무 편리합니다 배달도 빠르고 다른 마트 배달은 특성시간 지나면 다음날 배송 가능이거나 예약이 꽉차서 이용이 불가능한데 배민 마트는 당일 배달 마감전 까진 다 다능하고 당일에 무조건 받을 수 있어서 너무 좋습니다",MALE,30대,지방,미구독,"[BMART, Store]",1.71215E+11,MALE30대,
104,2025-10-16 17:03:38,2025-10-16 17:06:38,179,TRUE,2025-10-16 17:06:39,R_4Sw3MtIj5cMdNZ7,7 ,품절된물품이 간혹 있어서 아쉬웠습니다.,MALE,30대,지방,구독,[BMART],1.50927E+11,MALE30대,
107,2025-10-16 17:05:33,2025-10-16 17:06:53,80,TRUE,2025-10-16 17:06:55,R_4DFcJMJA9kARJv3,7 ,빠르고 다양한 상품구매,MALE,30대,지방,구독,[Store],1.71008E+11,MALE30대,
126,2025-10-16 17:06:37,2025-10-16 17:07:31,54,TRUE,2025-10-16 17:07:32,R_4amox9iCVWjTwVU,7 ,"집에서 편하게 볼수 있다는 점에서
",MALE,30대,지방,미구독,[BMART],2.01306E+11,MALE30대,
195,2025-10-16 17:08:45,2025-10-16 17:09:42,56,TRUE,2025-10-16 17:09:43,R_4d6Izlq31NM0ElX,1 ,1리터 우유를 시켰는데 유통기한 하루 남은 것이 배달되었다,MALE,30대,지방,미구독,[Store],1.81119E+11,MALE30대,
241,2025-10-16 17:10:33,2025-10-16 17:11:09,35,TRUE,2025-10-16 17:11:10,R_4sZYCVESAalpe4p,9 ,간편하고 할인율도 놓고 다양한 상품이 있어서 좋아요.,MALE,30대,지방,미구독,[Store],1.80607E+11,MALE30대,
268,2025-10-16 17:11:35,2025-10-16 17:12:07,31,TRUE,2025-10-16 17:12:08,R_4U3m8qhNeruXxEy,7 ,"-1-2시간내에 오는 배송시간
-쿠팡을 쓰기 싫은 마음",MALE,30대,지방,구독,[BMART],1.71005E+11,MALE30대,
295,2025-10-16 17:11:56,2025-10-16 17:12:57,61,TRUE,2025-10-16 17:12:59,R_4LZnkq2joUWu784,9 ,맛있어서요,MALE,30대,지방,구독,"[BMART, Store]",2.00101E+11,MALE30대,
318,2025-10-16 17:12:55,2025-10-16 17:13:26,30,TRUE,2025-10-16 17:13:27,R_4bW4n5hC1cotIY1,10 ,간편하고 편의점 모든 걸 살 수 있습니다.,MALE,30대,지방,구독,[Store],2.0071E+11,MALE30대,
328,2025-10-16 17:12:44,2025-10-16 17:13:56,71,TRUE,2025-10-16 17:13:57,R_404sr8sOTNOkDsd,7 ,장보기를 빨리 받아볼수 있는건 좋은데 제고가 제대로 반영되지 않는 경우가 있음,MALE,30대,지방,구독,[Store],1.80112E+11,MALE30대,
356,2025-10-16 17:14:24,2025-10-16 17:14:59,35,TRUE,2025-10-16 17:15:01,R_9JyeW13NIK5cWfe,8 ,가끔 전화도 없이 취소함,MALE,30대,지방,미구독,[Store],1.5081E+11,MALE30대,
369,2025-10-16 17:15:07,2025-10-16 17:15:32,25,TRUE,2025-10-16 17:15:34,R_9mDTh11C69NHt1Q,2 ,최저 배달비 높음,MALE,30대,지방,구독,[BMART],1.80402E+11,MALE30대,
400,2025-10-16 17:16:27,2025-10-16 17:17:00,33,TRUE,2025-10-16 17:17:01,R_4cXP66nUzgIN3DR,3 ,그냥 굳이 싶음 할인율이 큰것도 아닌데 하나라나 고르기 힘들고 직접가서 고르는게 더 편함,MALE,30대,지방,구독,[Store],1.80824E+11,MALE30대,
407,2025-10-16 17:16:31,2025-10-16 17:17:18,46,TRUE,2025-10-16 17:17:19,R_4DSmfEVFIjqKj1Q,8 ,일정금액 구매시 할인해주는게 좋다,MALE,30대,지방,구독,[Store],2.10429E+11,MALE30대,
453,2025-10-16 17:13:02,2025-10-16 17:19:35,392,TRUE,2025-10-16 17:19:36,R_44AiKucH5STF8Gm,10 ,편리,MALE,30대,지방,구독,[BMART],1.9043E+11,MALE30대,
526,2025-10-16 17:21:29,2025-10-16 17:23:38,128,TRUE,2025-10-16 17:23:39,R_9G0bz9iV31ajzsl,7 ,"상품의 종류나 재고가 적고 할인과 혜택이 애매해서 어중간합니다. 다만, 급히 물건이 필요할 때에는 최고의 선택인 것 같습니다.",MALE,30대,지방,미구독,[BMART],2.50609E+11,MALE30대,
587,2025-10-16 17:28:01,2025-10-16 17:28:29,27,TRUE,2025-10-16 17:28:30,R_9q8T9cqrylBXWdM,10 ,"빠르고 정확해서 믿을수 
있어요",MALE,30대,지방,구독,[Store],2.00825E+11,MALE30대,
649,2025-10-16 17:34:02,2025-10-16 17:34:22,19,TRUE,2025-10-16 17:34:23,R_4Dv7ZsM82ZEwd0v,10 ,편리해요,MALE,30대,지방,미구독,[Store],2.30914E+11,MALE30대,
663,2025-10-16 17:35:24,2025-10-16 17:35:54,29,TRUE,2025-10-16 17:35:55,R_48ICDkZVY65xNvY,10 ,"무거운거
장보러나가기귀찮을때
너무편하고 바로와요 ",MALE,30대,지방,구독,[BMART],2.11222E+11,MALE30대,
665,2025-10-16 17:32:50,2025-10-16 17:36:14,203,TRUE,2025-10-16 17:36:15,R_4J9j9ADqexJqZdN,10 ,편리가 제일 커요,MALE,30대,지방,구독,[Store],2.0121E+11,MALE30대,
677,2025-10-16 17:36:41,2025-10-16 17:37:53,72,TRUE,2025-10-16 17:37:54,R_4F3As9ve5KU2lBD,10 ,집밖에 나가지않아도 간편하게 집에서 물건을 받을수있어서,MALE,30대,지방,구독,[Store],2.01405E+11,MALE30대,
687,2025-10-16 17:39:36,2025-10-16 17:40:15,39,TRUE,2025-10-16 17:40:16,R_91G9soBUMYTUC3W,9 ,거의 할인쿠폰으로 하니 많이 저렴해진다,MALE,30대,지방,구독,[Store],1.70606E+11,MALE30대,
689,2025-10-16 17:39:59,2025-10-16 17:40:47,48,TRUE,2025-10-16 17:40:48,R_9LOBSSPXHDfEP2V,9 ,빠른 배송에 감탄하였습니다,MALE,30대,지방,미구독,[Store],2.10703E+11,MALE30대,
759,2025-10-16 17:57:39,2025-10-16 17:57:53,13,TRUE,2025-10-16 17:57:54,R_4R9hfQuBa9mJKJZ,10 ,빠른배송 감사합니다 재구매의사 있어요 저렴하게 잘 ,MALE,30대,지방,구독,[BMART],1.91101E+11,MALE30대,
767,2025-10-16 18:00:30,2025-10-16 18:00:47,16,TRUE,2025-10-16 18:00:48,R_4JCjMs90swfbfXO,8 ,좋아요아주마니,MALE,30대,지방,구독,[Store],2.30616E+11,MALE30대,
850,2025-10-16 18:40:54,2025-10-16 18:41:21,27,TRUE,2025-10-16 18:41:22,R_9oARh6MqanuVZ5Z,10 ,너무간편해여,MALE,30대,지방,구독,[Store],1.90415E+11,MALE30대,
920,2025-10-16 20:46:29,2025-10-16 20:57:19,650,TRUE,2025-10-16 20:57:21,R_43BiyAEydatM9Yz,9 ,"어떤 편의점은 바쁘단 이유로 접수를 받아놓고 취소하는 경우도 있고 또 어떤 편의점은 잘 이용중인데 갑자기 사정상 배달이 안된다고 뜨더니 결국 사라지더군요..ㅠ편의점 배달이 어려운가보구나~싶었습니다~
그럼에도 높은 점수를 준 이유는 이용할때엔 편리했고 할인쿠폰도 자주 주고 원플 또는 투플 행사등 다양한 행사등도 많아서 저렴하게 살수있는것들도 꽤 많아 좋아요~편의점 빵 퀄리티 또한 좋아져서 빵도 자주 사먹어요!~간편식.간식도 사먹기 좋구요!~",MALE,30대,지방,미구독,[Store],1.70314E+11,MALE30대,
19,2025-10-16 17:01:25,2025-10-16 17:02:42,77,TRUE,2025-10-16 17:02:43,R_4drMtVWWBQouLXQ,5 ,"필요한물품을 바로 배달받을수잇는장점이있지만
금액대가... 쫌비싸지않나..",MALE,40대,수도권,구독,[Store],1.81122E+11,MALE40대,
26,2025-10-16 17:02:07,2025-10-16 17:02:51,43,TRUE,2025-10-16 17:02:52,R_4rllHpJ1wsLYn0B,10 ,구성메뉴 집앞배달 리뷰포인트,MALE,40대,수도권,구독,[BMART],2.11121E+11,MALE40대,
37,2025-10-16 17:02:19,2025-10-16 17:03:19,59,TRUE,2025-10-16 17:03:20,R_9xUxujtkduJBR2p,10 ,가격도 합리적이고 무엇보다 편의성이 좋습니다.,MALE,40대,수도권,구독,[BMART],2.01301E+11,MALE40대,
39,2025-10-16 17:02:32,2025-10-16 17:03:25,52,TRUE,2025-10-16 17:03:26,R_4ruareupr8CRUMa,10 ,일단 집밥해먹는사람으로써 편의성이좋고 신선식품도 질이 좋음 게다가 세일도 자주함 요즘마트가는일이 줄었음 비마트 알러뷰,MALE,40대,수도권,구독,[BMART],1.71104E+11,MALE40대,
69,2025-10-16 17:04:54,2025-10-16 17:05:22,27,TRUE,2025-10-16 17:05:23,R_4OVMFrXQ6duRiHQ,9 ,배달이 빨리와요,MALE,40대,수도권,미구독,[Store],2.01101E+11,MALE40대,
77,2025-10-16 17:01:49,2025-10-16 17:05:40,230,TRUE,2025-10-16 17:05:41,R_4zdmCP7bbbAFF3q,7 ,가격이 비쌈 급한거 아니면 이마트배송이나 온라인구매하는게 합리적,MALE,40대,수도권,구독,[Store],2.5032E+11,MALE40대,
90,2025-10-16 17:05:07,2025-10-16 17:06:09,62,TRUE,2025-10-16 17:06:10,R_9VBz6yHDNeQ1wZ4,10 ,매번 10프로 할인 쿠폰에 바로 배달 시키면 금방와서 부엌일도 빠르게 진행 시킬 수 있어서 좋습니다.,MALE,40대,수도권,구독,[BMART],2.10402E+11,MALE40대,
103,2025-10-16 17:04:06,2025-10-16 17:06:35,148,TRUE,2025-10-16 17:06:37,R_9aQwmnOxbiwL2Fj,9 ,"주문 당일에 집에서 편하게 배달 받을수 있고, 마감세일 할때 저렴하게 제품을 구입할수 있어서 좋아요. ",MALE,40대,수도권,구독,"[BMART, Store]",2.10204E+11,MALE40대,
134,2025-10-16 17:07:48,2025-10-16 17:08:09,21,TRUE,2025-10-16 17:08:11,R_4hZskBmslIhFfao,8 ,만족합니다,MALE,40대,수도권,구독,[BMART],1.41231E+11,MALE40대,
153,2025-10-16 17:06:12,2025-10-16 17:08:38,146,TRUE,2025-10-16 17:08:39,R_9Ln641Ag4zU7bDb,8 ,다양한 상품 빠른 배송 세일하는 상품을 저렴하게 구매할 수 있어 추천합니다 특히 과일 품질이 매우 만족스러워요,MALE,40대,수도권,구독,[BMART],2.50331E+11,MALE40대,
168,2025-10-16 17:08:34,2025-10-16 17:09:02,27,TRUE,2025-10-16 17:09:03,R_4dgSvUEt57Mn0Bq,6 ,그발때 편하고 젛아요,MALE,40대,수도권,미구독,[BMART],2.10305E+11,MALE40대,
177,2025-10-16 17:08:17,2025-10-16 17:09:18,60,TRUE,2025-10-16 17:09:20,R_4kF8uVBCLy2SFFf,3 ,감사합니다,MALE,40대,수도권,구독,[Store],2.10302E+11,MALE40대,
178,2025-10-16 17:07:51,2025-10-16 17:09:20,89,TRUE,2025-10-16 17:09:21,R_4OxDv2fdM7FhU7D,9 ,세일하는 품목도 다양하고 당일 예약 배송이 가능한 점 소량 구매가 가능해서 편리함,MALE,40대,수도권,구독,[BMART],1.80721E+11,MALE40대,
192,2025-10-16 17:09:10,2025-10-16 17:09:40,29,TRUE,2025-10-16 17:09:41,R_9taFxb8oRT768fo,10 ,처음 이용해봤는데 혜택도 많고 편리했습니다,MALE,40대,수도권,미구독,[Store],1.90825E+11,MALE40대,
199,2025-10-16 17:09:15,2025-10-16 17:09:47,31,TRUE,2025-10-16 17:09:48,R_9qeKtZeBOTXorsl,5 ,할인이외제품은 가성비가 떨어짐,MALE,40대,수도권,구독,"[BMART, Store]",1.80819E+11,MALE40대,
208,2025-10-16 17:08:47,2025-10-16 17:10:05,78,TRUE,2025-10-16 17:10:07,R_92Xe8HLk60ShLea,10 ,배달 빠르고 품질 좋음,MALE,40대,수도권,미구독,[BMART],2.20625E+11,MALE40대,
217,2025-10-16 17:09:46,2025-10-16 17:10:22,36,TRUE,2025-10-16 17:10:24,R_9XylKLosvje4vVD,1 ,너무좋아요 ,MALE,40대,수도권,미구독,[BMART],2.20106E+11,MALE40대,
218,2025-10-16 17:08:26,2025-10-16 17:10:24,117,TRUE,2025-10-16 17:10:25,R_4fYH1disC6nURrv,7 ,"일단 배달이 되면서 할인도 받을 수 있는게 장점이지만. 구매하려던 물품이 배달목록에 없을 수 있음.
또한 최소배달 또는 쿠폰 사용 금액 맞추기 위한 불필요한 소비가 발생할 수 있음
그래서 7점 드림",MALE,40대,수도권,구독,[Store],2.11106E+11,MALE40대,
242,2025-10-16 17:10:15,2025-10-16 17:11:10,55,TRUE,2025-10-16 17:11:12,R_91h9XnCSFNICVHx,10 ,너무 편하고 급하게 필요할때 언제든 빠르게 받아 볼 수 있어서 좋아요!,MALE,40대,수도권,구독,[BMART],2.40203E+11,MALE40대,
262,2025-10-16 17:10:53,2025-10-16 17:11:53,59,TRUE,2025-10-16 17:11:54,R_94UtXEWRGvG9nQB,8 ,쿠폰있을땐 저렴한. 편이다,MALE,40대,수도권,구독,[Store],1.71122E+11,MALE40대,
282,2025-10-16 17:12:12,2025-10-16 17:12:33,20,TRUE,2025-10-16 17:12:34,R_44lhbOZ34Yz5UaZ,10 ,배송 빠르고 편합니다.,MALE,40대,수도권,구독,[Store],1.90814E+11,MALE40대,
284,2025-10-16 17:12:07,2025-10-16 17:12:36,29,TRUE,2025-10-16 17:12:37,R_4gNM5s67htP7gV9,1 ,배송이 느림 보상도 별로,MALE,40대,수도권,미구독,[BMART],1.71113E+11,MALE40대,
297,2025-10-16 17:12:05,2025-10-16 17:12:59,54,TRUE,2025-10-16 17:13:01,R_4rYCkU6EvWv1XdN,5 ,"저는 괜찮은데, 이걸 추천하는 건 좀 어색해요",MALE,40대,수도권,미구독,[BMART],2.20124E+11,MALE40대,
314,2025-10-16 17:12:49,2025-10-16 17:13:22,33,TRUE,2025-10-16 17:13:23,R_4FRtfoBewOx59uM,10 ,"편해요., ",MALE,40대,수도권,구독,[BMART],2.20812E+11,MALE40대,
315,2025-10-16 17:12:49,2025-10-16 17:13:22,33,TRUE,2025-10-16 17:13:23,R_4zaqr28xJ1DsA3n,8 ,당일배송이랑 가격이 괜찬운거 같습니다,MALE,40대,수도권,구독,"[BMART, Store]",2.10718E+11,MALE40대,
332,2025-10-16 17:13:27,2025-10-16 17:14:00,33,TRUE,2025-10-16 17:14:01,R_49aWxA2oIC3m404,9 ,너무편해요.빨리오고. ,MALE,40대,수도권,구독,[BMART],1.80506E+11,MALE40대,
368,2025-10-16 17:14:26,2025-10-16 17:15:26,59,TRUE,2025-10-16 17:15:27,R_99c8rsG9vp3gKh5,10 ,"빠른시간에 원하는 물건을 할인을 통해 구매 할수
있어서 추천합니다 ",MALE,40대,수도권,구독,[BMART],1.90618E+11,MALE40대,
385,2025-10-16 17:14:50,2025-10-16 17:15:58,68,TRUE,2025-10-16 17:15:59,R_95wtzIydzhHcIil,7 ,가격이 저렴한건 저렴한데 꼭 마트들과 비교를 하면 비싼물품들이 꼭 있네요,MALE,40대,수도권,구독,[BMART],2.10326E+11,MALE40대,
409,2025-10-16 17:16:57,2025-10-16 17:17:26,28,TRUE,2025-10-16 17:17:27,R_936W2TRjF4AgE3w,10 ,편하게 배달 가능햐서 직접 안가고 ,MALE,40대,수도권,구독,[Store],1.80312E+11,MALE40대,
416,2025-10-16 17:14:51,2025-10-16 17:17:42,170,TRUE,2025-10-16 17:17:43,R_9Jsh898updmbXL8,10 ,사실은 귀찮음의 발로로 편의점이나 슈퍼에 가기 싫기 때문에 알아보곤 합니다. 그래서 주문을 하게 됩니다. 그리고 1+1 같은 행사를 천천히 보고 확인할 수 있어 괜찮게 생각합니다. 하지만 요즘 큰이슈로 라이더와 매장의 상생을 생각해주길 바랍니다. ,MALE,40대,수도권,미구독,[Store],1.9113E+11,MALE40대,
427,2025-10-16 17:17:02,2025-10-16 17:18:19,76,TRUE,2025-10-16 17:18:20,R_9fAY4fxxntVQ7Dh,10 ,"편합니다 배달 빠르고요 종류가 많아서 좋아요
b마트 최고!",MALE,40대,수도권,구독,[BMART],2.11231E+11,MALE40대,
429,2025-10-16 17:17:41,2025-10-16 17:18:19,38,TRUE,2025-10-16 17:18:20,R_9LU1GVceO1xMUKP,8 ,배송도 빠르고 가격 경쟁력도 있어서 좋아요,MALE,40대,수도권,구독,[BMART],1.41109E+11,MALE40대,
449,2025-10-16 17:18:55,2025-10-16 17:19:18,22,TRUE,2025-10-16 17:19:18,R_9saz6K95LpHmLEf,9 ,물건도많고신선하다,MALE,40대,수도권,미구독,[BMART],1.80728E+11,MALE40대,
487,2025-10-16 17:21:00,2025-10-16 17:21:26,26,TRUE,2025-10-16 17:21:27,R_4y7v3nLFxJ2KxGh,7 ,배달 제한 금액이 높아서요. ,MALE,40대,수도권,구독,[BMART],1.8093E+11,MALE40대,
497,2025-10-16 17:21:19,2025-10-16 17:22:00,40,TRUE,2025-10-16 17:22:01,R_4RktuV4Yg5mCrrb,7 ,빠르고 편리한 배달 서비스 ,MALE,40대,수도권,구독,"[BMART, Store]",1.51128E+11,MALE40대,
498,2025-10-16 17:19:02,2025-10-16 17:22:03,180,TRUE,2025-10-16 17:22:04,R_9qrR8K8GIvpauD6,10 ,바쁠때 핸드폰으로 편하게 주문이 가능해서 자주 이용합니다,MALE,40대,수도권,구독,"[BMART, Store]",2.00812E+11,MALE40대,
509,2025-10-16 17:21:56,2025-10-16 17:22:36,39,TRUE,2025-10-16 17:22:37,R_4zf5xbbGdMFX2wJ,10 ,가까운곳에서 편리하게 이용가능하고 할인행사도 미리알고 주문가능해서 좋습니다,MALE,40대,수도권,구독,[Store],1.80406E+11,MALE40대,
523,2025-10-16 17:21:10,2025-10-16 17:23:18,127,TRUE,2025-10-16 17:23:19,R_40cKGHxAZJrsk6Z,10 ,밖에서나 다른 쇼핑몰 에서 보다 실속있고 가격이 싼장점과 그날바로 배달이돼어 편안한 점이 있어요!,MALE,40대,수도권,구독,[BMART],2.11106E+11,MALE40대,
