,ResponseId,Q2,Q1_1,classification,category,sub_category,Unnamed: 6,Unnamed: 7,Unnamed: 8,gender,age_group,rgn_nm
3300,R_4znKne2mO537MC8,"아가맹점이 제일 많아서 선택의 폭이 넓기 때문에 추천하지만, 타 앱과 비교했을때 가격이 다소 비쌀 때가 종종 있고, 가맹점들이 타 앱보다 배달 수수료 부담을 더 많이 한다는 얘기들을 들었을때 적극적으로 추천할 수는 없음.",6,메뉴 가격 > 높은 가격,메뉴 가격,높은 가격,,,,FEMALE,30대,수도권
3301,R_4znKne2mO537MC8,"아가맹점이 제일 많아서 선택의 폭이 넓기 때문에 추천하지만, 타 앱과 비교했을때 가격이 다소 비쌀 때가 종종 있고, 가맹점들이 타 앱보다 배달 수수료 부담을 더 많이 한다는 얘기들을 들었을때 적극적으로 추천할 수는 없음.",6,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,30대,수도권
3302,R_4Cjr8I19ZmzVotU,간편하고 빠르다,9,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,수도권
3303,R_9hyjgsSbs1L6Y9z,편리한 ui 다양한 메뉴,9,앱 사용 편리성 > UI/디자인/화면구성,앱 사용 편리성,UI/디자인/화면구성,,,,MALE,30대,수도권
3304,R_9fUHQdkOB0Wm1Mx,좋아요 편하고,9,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,수도권
3305,R_924IN3H8DaSLAGs,잦은 할인행사와 무료배달 혜택,7,배달팁 만족 > 무료배달,배달팁 만족,무료배달,,,,MALE,30대,수도권
3306,R_924IN3H8DaSLAGs,잦은 할인행사와 무료배달 혜택,7,혜택(할인 및 쿠폰) > 다양한 혜택,혜택(할인 및 쿠폰),다양한 혜택,,,,MALE,30대,수도권
3307,R_4zTKhtr0dio6ooz,일부 사장들의 불친절과 악덕행위 때문,6,가게를 믿고 주문 > 업주 소통,가게를 믿고 주문,업주 소통,,,,MALE,50대 이상,수도권
3308,R_9oGSwUJ3UIiuJlB,편함 용긴함 ,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,지방
3309,R_9p9ICRCYrgqno2d,지금이야 정권 교체되서 그런지 일부만 가격 매기고 나머지 가격 없는척하는데 막상 또 경제 상황 바뀌면 더 심해지지 않을까함. 추가로 가게들한테 떼는 수수료도 너무한데 무슨,3,메뉴 가격 > 앱과 매장가격 불일치,메뉴 가격,앱과 매장가격 불일치,,,,MALE,30대,광역시
3310,R_9p9ICRCYrgqno2d,지금이야 정권 교체되서 그런지 일부만 가격 매기고 나머지 가격 없는척하는데 막상 또 경제 상황 바뀌면 더 심해지지 않을까함. 추가로 가게들한테 떼는 수수료도 너무한데 무슨,3,기타 > 사회적 기여,기타,사회적 기여,,,,MALE,30대,광역시
3311,R_4sv8hPTmQ2IV2Gi,편해서~~,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,40대,광역시
3312,R_9LMpHtPNISzzfcz,"편리함,
다양한 매장들,
다양한 이벤트와 쿠폰들",10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,광역시
3313,R_4JUx7v1wBhKGoyK,"배달 신청후 배달까지 실시간 배송등은 좋으나 물론 무료 배달도 많이 있으나, 과한 배달 수수료는 부과하는 가게도 있어 개선 필요",8,앱 사용 편리성 > 배달 현황 확인,앱 사용 편리성,배달 현황 확인,,,,MALE,50대 이상,지방
3314,R_4JUx7v1wBhKGoyK,"배달 신청후 배달까지 실시간 배송등은 좋으나 물론 무료 배달도 많이 있으나, 과한 배달 수수료는 부과하는 가게도 있어 개선 필요",8,배달팁 만족 > 무료배달,배달팁 만족,무료배달,,,,MALE,50대 이상,지방
3315,R_4JUx7v1wBhKGoyK,"배달 신청후 배달까지 실시간 배송등은 좋으나 물론 무료 배달도 많이 있으나, 과한 배달 수수료는 부과하는 가게도 있어 개선 필요",8,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,MALE,50대 이상,지방
3316,R_4oGWvkJkWmKVFBN,배달 주문하면 도착시간이 너무 오래걸려요. ,0,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,MALE,40대,지방
3317,R_9OkmxJbOSgvikWR,쿠폰이 많이없음,5,혜택(할인 및 쿠폰) > 쿠폰,혜택(할인 및 쿠폰),쿠폰,,,,FEMALE,50대 이상,수도권
3318,R_4EYiByBzllYlPB4,쿠팡이 있어요,5,혜택(할인 및 쿠폰) > 혜택 다양성,혜택(할인 및 쿠폰),혜택 다양성,,,,MALE,10대,수도권
3319,R_9DBIWvgsQ3uc39T,"배달음식 먹을 때 가장 먼저 생각나고, 편해서",10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,20대,광역시
3320,R_40uxplIxXpkSpPc,"주문하기 편리하고.
어플 작동이 쉬움",10,앱 사용 편리성 > 결제 편의성,앱 사용 편리성,결제 편의성,,,,MALE,30대,수도권
3321,R_40uxplIxXpkSpPc,"주문하기 편리하고.
어플 작동이 쉬움",10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,30대,수도권
3322,R_4YnomhNkcMeio3D,무료 배달이고 좋아요,5,없음 > 없음,없음,없음,,,,MALE,40대,광역시
3323,R_4LuMLXdx0AuU92k,쓸사람은 이미 쓰고있고 안쓰는 사람은 안쓴다,5,기타 > 대중성/인지도,기타,대중성/인지도,,,,MALE,20대,수도권
3324,R_4qymJnb9OuiOchy,입점된 가게들이 많다. 하지만 할인 혜택이 생각보다 적다.,8,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,20대,지방
3325,R_4qymJnb9OuiOchy,입점된 가게들이 많다. 하지만 할인 혜택이 생각보다 적다.,8,혜택(할인 및 쿠폰) > 할인 혜택,혜택(할인 및 쿠폰),할인 혜택,,,,MALE,20대,지방
3326,R_90k0Lvth7WAVhU4,좋아서입니다,8,기타 > 만족,기타,만족,,,,MALE,10대,수도권
3327,R_44EEEdH7E2jgBoZ,고객의 요구사항도 제대로 읽지않고 배차를주면 안되지,1,기타 > 고객 서비스 응대,기타,고객 서비스 응대,,,,MALE,40대,수도권
3328,R_442Dz1vwcydVNWb,"도시에선 아주 편리한 앱입니다
배달오는 것을 실시간으로 볼수있는 점은 굉장히 좋은거 같습니다
다와갈때쯤 미리 준비할수있고 얼마나 기다려야하는지 알수 있는 부분이 장점입니다
원하는 매장이 없는 경우가 있어 아쉬웠던 경험이 있었습니다",9,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,광역시
3329,R_442Dz1vwcydVNWb,"도시에선 아주 편리한 앱입니다
배달오는 것을 실시간으로 볼수있는 점은 굉장히 좋은거 같습니다
다와갈때쯤 미리 준비할수있고 얼마나 기다려야하는지 알수 있는 부분이 장점입니다
원하는 매장이 없는 경우가 있어 아쉬웠던 경험이 있었습니다",9,앱 사용 편리성 > 배달현황 편의성,앱 사용 편리성,배달현황 편의성,,,,FEMALE,40대,광역시
3330,R_4hXYvwdJTXEjphU,"어차피 배달은 거의 모두에게 필요한 요소가 되었다고 생각하는데요
여러 배달앱중에 가장 직관적이고 메뉴찾기나 배달현황등 보기가 가장 편안합니다
",9,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,광역시
3331,R_4hXYvwdJTXEjphU,"어차피 배달은 거의 모두에게 필요한 요소가 되었다고 생각하는데요
여러 배달앱중에 가장 직관적이고 메뉴찾기나 배달현황등 보기가 가장 편안합니다
",9,앱 사용 편리성 > 검색 편의성,앱 사용 편리성,검색 편의성,,,,FEMALE,30대,광역시
3332,R_40JH94Yxo7x8sJL,실시간 배달 확인이 어려워요 ,5,앱 사용 편리성 > 배달현황 편의성,앱 사용 편리성,배달현황 편의성,,,,MALE,50대 이상,수도권
3333,R_4hXYvwdJTXEjphU,"어차피 배달은 거의 모두에게 필요한 요소가 되었다고 생각하는데요
여러 배달앱중에 가장 직관적이고 메뉴찾기나 배달현황등 보기가 가장 편안합니다
",9,앱 사용 편리성 > 배달현황 편의성,앱 사용 편리성,배달현황 편의성,,,,FEMALE,30대,광역시
3334,R_9gbEt556eKS034s,나름 구독하면 즉시할인이나 이벤트가 많아서여,6,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,FEMALE,30대,수도권
3335,R_9gbEt556eKS034s,나름 구독하면 즉시할인이나 이벤트가 많아서여,6,없음 > 없음,없음,없음,,,,FEMALE,30대,수도권
3336,R_9EGElxMhX1UBTgc,"혜택을준다고 개선한것과는 분위기에도
동종과 큰 차별점은 없는것같아서요",8,혜택(할인 및 쿠폰) > 다양한 혜택,혜택(할인 및 쿠폰),다양한 혜택,,,,FEMALE,40대,수도권
3337,R_9EGElxMhX1UBTgc,"혜택을준다고 개선한것과는 분위기에도
동종과 큰 차별점은 없는것같아서요",8,기타 > 차별성 부족/평범함,기타,차별성 부족/평범함,,,,FEMALE,40대,수도권
3338,R_9kM9VzvDS64d1yO,배달비가 비싸요 최소금액도 있어요,6,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,50대 이상,수도권
3339,R_9kM9VzvDS64d1yO,배달비가 비싸요 최소금액도 있어요,6,최소주문금액 > 최소주문금액 높음,최소주문금액,최소주문금액 높음,,,,FEMALE,50대 이상,수도권
3340,R_9ZK2Nhulw0HRRUP,편리해서 좋다,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,20대,광역시
3341,R_9vw66rgQ50SDfwJ,쉬운 주문과 할인,9,앱 사용 편리성 > 결제 편의성,앱 사용 편리성,결제 편의성,,,,MALE,40대,지방
3342,R_94MFZuOV0dFCZ9L,수수료가 너무 커서 가게 부담이 크다는 소식을 들었습니다. 가게들의 생계를 위해 수수료를 줄일 수 있으면 좋겠습니다.,5,기타 > 사회적 기여,기타,사회적 기여,,,,FEMALE,20대,광역시
3343,R_9tYv9i9TUwDvhhT,다양한 업체들과 다양한 음식의 선택으로 식사시간외 시간에 이용하기 편리합니다.,7,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,30대,지방
3344,R_9tYv9i9TUwDvhhT,다양한 업체들과 다양한 음식의 선택으로 식사시간외 시간에 이용하기 편리합니다.,7,가게/메뉴 다양성 > 다양한 메뉴,가게/메뉴 다양성,다양한 메뉴,,,,FEMALE,30대,지방
3345,R_9tYv9i9TUwDvhhT,다양한 업체들과 다양한 음식의 선택으로 식사시간외 시간에 이용하기 편리합니다.,7,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,지방
3346,R_4iUpjVH33XAjawx,편리해서요,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,수도권
3347,R_9MKYsezirwQVoKN,"다양한 메뉴와 라이더위치확인가능
",9,앱 사용 편리성 > 배달현황 편의성,앱 사용 편리성,배달현황 편의성,,,,FEMALE,50대 이상,광역시
3348,R_44P3paeh1Gu0ix5,사후처리가 부족함,5,기타 > 고객 서비스 응대,기타,고객 서비스 응대,,,,MALE,30대,수도권
3349,R_4Scy0MJTd8jF7Ji,이미 다들 사용중이니깐,5,기타 > 대중성/인지도,기타,대중성/인지도,,,,MALE,50대 이상,수도권
3350,R_4oxqUfuNqXyOWD7,배달 가게 입점이 많지않아 선택폭이 적어서,5,가게/메뉴 다양성 > 가게/메뉴 개수 적음,가게/메뉴 다양성,가게/메뉴 개수 적음,,,,FEMALE,50대 이상,지방
3351,R_9bDvuueKqML0v6N,편리해요~,8,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,수도권
3352,R_4yqJ4ACxx715cPn,배민 수수료 증가로 가맹점 음식값 상승으로 인한 부담감.,1,메뉴 가격 > 높은 가격,메뉴 가격,높은 가격,,,,MALE,50대 이상,수도권
3353,R_4yqJ4ACxx715cPn,배민 수수료 증가로 가맹점 음식값 상승으로 인한 부담감.,1,기타 > 배달 비용 지출 부담,기타,배달 비용 지출 부담,,,,MALE,50대 이상,수도권
3354,R_9szefpYINW7i9iX,입점된 가게들이 많은편이라서,5,없음 > 없음,없음,없음,,,,FEMALE,30대,광역시
3355,R_98vpCftQpL5DjZ7,친절햐고 쉬워서,9,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,50대 이상,지방
3356,R_9gXcCBpYORrkbhT,다른곳들에 비해 쿠폰이나 할인같은 이벤트 같은것들이 적음(배달비도 비싼경우 많음),4,혜택(할인 및 쿠폰) > 쿠폰,혜택(할인 및 쿠폰),쿠폰,,,,MALE,30대,지방
3357,R_9gXcCBpYORrkbhT,다른곳들에 비해 쿠폰이나 할인같은 이벤트 같은것들이 적음(배달비도 비싼경우 많음),4,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,MALE,30대,지방
3358,R_9gXcCBpYORrkbhT,다른곳들에 비해 쿠폰이나 할인같은 이벤트 같은것들이 적음(배달비도 비싼경우 많음),4,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,MALE,30대,지방
3359,R_9fj7hfEUbonAtQZ,"음식 어플도 절 되어있고, 어플이 직관적이라 사용하기 편리합니다.",10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,50대 이상,수도권
3360,R_9ahKyUqzS4P8pQu,다른 앱보다 가게가 많고 쿠폰을 많이 주는 거 같음,8,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,20대,지방
3361,R_9ahKyUqzS4P8pQu,다른 앱보다 가게가 많고 쿠폰을 많이 주는 거 같음,8,혜택(할인 및 쿠폰) > 다양한 쿠폰,혜택(할인 및 쿠폰),다양한 쿠폰,,,,FEMALE,20대,지방
3362,R_97Z1HVcmx0zSCC5,쿠폰이 많고 ui가 편하다,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,20대,수도권
3363,R_47DQ2jDCm7gZfLX,간편하고 빠르게 주문할수있어서,10,앱 사용 편리성 > 결제 편의성,앱 사용 편리성,결제 편의성,,,,MALE,30대,수도권
3364,R_9ARmeEV6l3sBD4z,주문후상황을실시간으로잘알수있어서,10,앱 사용 편리성 > 배달현황 편의성,앱 사용 편리성,배달현황 편의성,,,,MALE,40대,광역시
3365,R_9OxhmmTdaKkEoaY,편리합니다,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,30대,지방
3366,R_4s58ygIhdrwaC2k,자주 이용하고 찜으로 단골을 모아서 볼수 있어서 좋아요 오픈이나 마감시간이 표시되서 그것도 좋고 영업하는지 확인할때도 좋아요,9,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,수도권
3367,R_4QR1zoA9AwkTDry,편리합니다,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,광역시
3368,R_4LNCETLjWNJ6jf3,배달료가 비싸요,3,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,30대,지방
3369,R_4zXfVGDLhQRA48x,쉽고 편하게 주문됩니다.,10,앱 사용 편리성 > 결제 편의성,앱 사용 편리성,결제 편의성,,,,MALE,40대,광역시
3370,R_9Q03RWEerz2Vcjf,편리합니다,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,40대,수도권
3371,R_499MuIvRxRGe2lz,"1. 업계 관행에 대한 안 좋은 소문을 많이 들어서 
2. 광고
3. 배달 문제 다발 
순번은 순위가 아님.",5,기타 > 이미지/느낌 부정적,기타,이미지/느낌 부정적,,,,FEMALE,30대,광역시
3372,R_499MuIvRxRGe2lz,"1. 업계 관행에 대한 안 좋은 소문을 많이 들어서 
2. 광고
3. 배달 문제 다발 
순번은 순위가 아님.",5,기타 > 광고/마케팅,기타,광고/마케팅,,,,FEMALE,30대,광역시
3373,R_499MuIvRxRGe2lz,"1. 업계 관행에 대한 안 좋은 소문을 많이 들어서 
2. 광고
3. 배달 문제 다발 
순번은 순위가 아님.",5,포장/배달 상태 > 배달사고/누락,포장/배달 상태,배달사고/누락,,,,FEMALE,30대,광역시
3374,R_41uyyHLHvzpPi6M,편리하고 다양한 혜택이 많아서,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,40대,수도권
3375,R_4ffuZ1zvxj2oWez,"한집배달만 대체적으로 괜찮고 일반은 가끔 천불남
도착시간이행도 사전 양해없이 오는도중 분이 늘어남",5,없음 > 없음,없음,없음,,,,FEMALE,40대,광역시
3376,R_4ffuZ1zvxj2oWez,"한집배달만 대체적으로 괜찮고 일반은 가끔 천불남
도착시간이행도 사전 양해없이 오는도중 분이 늘어남",5,도착 예정 시간에 배달 > 배달 시간 부정확,도착 예정 시간에 배달,배달 시간 부정확,,,,FEMALE,40대,광역시
3377,R_9XiVQNAkADj5pee,너무 늦어요,1,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,40대,지방
3378,R_4dMTqa2dEiBnUxD,편리함 빠름,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,지방
3379,R_9oiQa24d5Sn1VQG,"배민은 주문부터 결제, 배달까지 모든 과정이 깔끔하고 직관적이에요. 원하는 음식점을 빠르게 찾을 수 있고, 리뷰와 사진 덕분에 믿고 주문할 수 있습니다. 특히 결제 과정이 안정적이고, 배달 상태를 실시간으로 확인할 수 있어서 늘 안심돼요. 고객센터 대응도 빠르고 친절해서, 전반적인 이용 만족도가 아주 높습니다. “편리함·신뢰·안정성” 세 가지가 완벽하게 갖춰진 플랫폼이라 10점을 드립니다.",10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,광역시
3380,R_9oiQa24d5Sn1VQG,"배민은 주문부터 결제, 배달까지 모든 과정이 깔끔하고 직관적이에요. 원하는 음식점을 빠르게 찾을 수 있고, 리뷰와 사진 덕분에 믿고 주문할 수 있습니다. 특히 결제 과정이 안정적이고, 배달 상태를 실시간으로 확인할 수 있어서 늘 안심돼요. 고객센터 대응도 빠르고 친절해서, 전반적인 이용 만족도가 아주 높습니다. “편리함·신뢰·안정성” 세 가지가 완벽하게 갖춰진 플랫폼이라 10점을 드립니다.",10,앱 사용 편리성 > 결제 편의성,앱 사용 편리성,결제 편의성,,,,FEMALE,40대,광역시
3381,R_9oiQa24d5Sn1VQG,"배민은 주문부터 결제, 배달까지 모든 과정이 깔끔하고 직관적이에요. 원하는 음식점을 빠르게 찾을 수 있고, 리뷰와 사진 덕분에 믿고 주문할 수 있습니다. 특히 결제 과정이 안정적이고, 배달 상태를 실시간으로 확인할 수 있어서 늘 안심돼요. 고객센터 대응도 빠르고 친절해서, 전반적인 이용 만족도가 아주 높습니다. “편리함·신뢰·안정성” 세 가지가 완벽하게 갖춰진 플랫폼이라 10점을 드립니다.",10,앱 사용 편리성 > 리뷰 확인 편의성,앱 사용 편리성,리뷰 확인 편의성,,,,FEMALE,40대,광역시
3382,R_93rszbAKRycY4Pn,"배달어플1등위치에 맞게 거의 모든가게가 입점해있고 쿠폰으로 음식을 싸게먹을 수 있어요 그렇지만 최근 경쟁사(쿠팡이츠,땡겨요)등이 더 싼 경우가 많아서",7,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,20대,지방
3383,R_93rszbAKRycY4Pn,"배달어플1등위치에 맞게 거의 모든가게가 입점해있고 쿠폰으로 음식을 싸게먹을 수 있어요 그렇지만 최근 경쟁사(쿠팡이츠,땡겨요)등이 더 싼 경우가 많아서",7,혜택(할인 및 쿠폰) > 다양한 쿠폰,혜택(할인 및 쿠폰),다양한 쿠폰,,,,MALE,20대,지방
3384,R_93rszbAKRycY4Pn,"배달어플1등위치에 맞게 거의 모든가게가 입점해있고 쿠폰으로 음식을 싸게먹을 수 있어요 그렇지만 최근 경쟁사(쿠팡이츠,땡겨요)등이 더 싼 경우가 많아서",7,메뉴 가격 > 경쟁사 대비 비쌈,메뉴 가격,경쟁사 대비 비쌈,,,,MALE,20대,지방
3385,R_92WiImZggIQiAQV,배달 수수료 비싸요,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,40대,수도권
3386,R_9oiQa24d5Sn1VQG,"배민은 주문부터 결제, 배달까지 모든 과정이 깔끔하고 직관적이에요. 원하는 음식점을 빠르게 찾을 수 있고, 리뷰와 사진 덕분에 믿고 주문할 수 있습니다. 특히 결제 과정이 안정적이고, 배달 상태를 실시간으로 확인할 수 있어서 늘 안심돼요. 고객센터 대응도 빠르고 친절해서, 전반적인 이용 만족도가 아주 높습니다. “편리함·신뢰·안정성” 세 가지가 완벽하게 갖춰진 플랫폼이라 10점을 드립니다.",10,앱 사용 편리성 > 배달현황 편의성,앱 사용 편리성,배달현황 편의성,,,,FEMALE,40대,광역시
3387,R_4o2XyJfd2l49eNz,"음식점등 종류가 많고 찾기도쉽고 주문이쉽다.
요즘 쿠폰 많이 받아서 자주시킵니다",10,앱 사용 편리성 > 메뉴 탐색 편의성,앱 사용 편리성,메뉴 탐색 편의성,,,,FEMALE,40대,수도권
3388,R_931b6CqV4sGNpQb,가게와 배민에 기제된 가격이 다른경우가 많아서,8,메뉴 가격 > 앱과 매장가격 불일치,메뉴 가격,앱과 매장가격 불일치,,,,FEMALE,40대,지방
3389,R_4o2XyJfd2l49eNz,"음식점등 종류가 많고 찾기도쉽고 주문이쉽다.
요즘 쿠폰 많이 받아서 자주시킵니다",10,앱 사용 편리성 > 결제 편의성,앱 사용 편리성,결제 편의성,,,,FEMALE,40대,수도권
3390,R_9e4f5zWki8xuiYx,간편합니다,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,지방
3391,R_91TSUAFdenaybnR,"동일가게, 동일메뉴를 쿠팡이츠나 타사에서 주문시 더 저렴해지는 매직, 
한집배달과 일반배달시간차이가 거의없다는건 한집배달이 그만큼 느리다는것",1,메뉴 가격 > 높은 가격,메뉴 가격,높은 가격,,,,FEMALE,40대,수도권
3392,R_91TSUAFdenaybnR,"동일가게, 동일메뉴를 쿠팡이츠나 타사에서 주문시 더 저렴해지는 매직, 
한집배달과 일반배달시간차이가 거의없다는건 한집배달이 그만큼 느리다는것",1,배달속도 > 한집배달 의심/불만,배달속도,한집배달 의심/불만,,,,FEMALE,40대,수도권
3393,R_9Lw3W0iPgAOnHix,편하게 이용할 수 있어서 입니다.,9,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,50대 이상,수도권
3394,R_9WPuNA6RiF0BVVN,다양한음식들을 취향에 맞게 고를 수 있고  편하게 받을수있어서  ,10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,50대 이상,지방
3395,R_95cci9I8DTjxObn,전에도 배달 늦어지는 경우가 있긴 했지만 최근에는 늦는게 당연시 되었어요,5,도착 예정 시간에 배달 > 배달 지연,도착 예정 시간에 배달,배달 지연,,,,FEMALE,30대,수도권
3396,R_95cci9I8DTjxObn,전에도 배달 늦어지는 경우가 있긴 했지만 최근에는 늦는게 당연시 되었어요,5,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,30대,수도권
3397,R_42TJYDrwrkVyN0d,"특히 비올 때는 배민클럽이 평소엔 적용되다가 안되는 가게가 많음, 할인 쿠폰이 예전에 비해 줄었음",7,적용 가능한 혜택 > 쿠폰 사용 제한,적용 가능한 혜택,쿠폰 사용 제한,,,,FEMALE,10대,수도권
3398,R_42TJYDrwrkVyN0d,"특히 비올 때는 배민클럽이 평소엔 적용되다가 안되는 가게가 많음, 할인 쿠폰이 예전에 비해 줄었음",7,혜택(할인 및 쿠폰) > 쿠폰,혜택(할인 및 쿠폰),쿠폰,,,,FEMALE,10대,수도권
3399,R_9Ggrd9JMeonhsE9,배송이빠르고임식리뷰가믿음이감,7,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,40대,지방
3400,R_9Ggrd9JMeonhsE9,배송이빠르고임식리뷰가믿음이감,7,가게를 믿고 주문 > 리뷰 신뢰도,가게를 믿고 주문,리뷰 신뢰도,,,,FEMALE,40대,지방
3401,R_4kq8snnTNCAgeXv,"모든 배달앱을 다 써보진 않았지만
검색해서 찾아보기에도 편리하고 크게 불편한점은
없지만 포인트 미션을 하는 것에도 본인인증을
해야 하고 상품권을 등록하는것도 본인인증을
해야 하는거 같더라고요.",7,앱 사용 편리성 > 탐색 편의성,앱 사용 편리성,탐색 편의성,,,,,,수도권
3402,R_4kq8snnTNCAgeXv,"모든 배달앱을 다 써보진 않았지만
검색해서 찾아보기에도 편리하고 크게 불편한점은
없지만 포인트 미션을 하는 것에도 본인인증을
해야 하고 상품권을 등록하는것도 본인인증을
해야 하는거 같더라고요.",7,이용절차/방법 > 복잡한 절차,이용절차/방법,복잡한 절차,,,,,,수도권
3403,R_4eCtmmGvJeWt4mA,요즘 비오는 날에 배달을 안시킵니다. 배달을 시켜도 40-50분 기다리고 심지어 배달기사가 안잡혀서 주문 취소에 이르기 때문입니다…. 그리고 저녁시간에 시켰을때도 원래 정해졌던 시간에서 20분이나 오버되고 저는 일정있어서 취소하고.. 요즘 서비스 이용이 많이 불편하다는 점 알아주셨으면 좋겠습니다.,3,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,10대,수도권
3404,R_4eCtmmGvJeWt4mA,요즘 비오는 날에 배달을 안시킵니다. 배달을 시켜도 40-50분 기다리고 심지어 배달기사가 안잡혀서 주문 취소에 이르기 때문입니다…. 그리고 저녁시간에 시켰을때도 원래 정해졌던 시간에서 20분이나 오버되고 저는 일정있어서 취소하고.. 요즘 서비스 이용이 많이 불편하다는 점 알아주셨으면 좋겠습니다.,3,도착 예정 시간에 배달 > 배달 지연,도착 예정 시간에 배달,배달 지연,,,,FEMALE,10대,수도권
3405,R_4eCtmmGvJeWt4mA,요즘 비오는 날에 배달을 안시킵니다. 배달을 시켜도 40-50분 기다리고 심지어 배달기사가 안잡혀서 주문 취소에 이르기 때문입니다…. 그리고 저녁시간에 시켰을때도 원래 정해졌던 시간에서 20분이나 오버되고 저는 일정있어서 취소하고.. 요즘 서비스 이용이 많이 불편하다는 점 알아주셨으면 좋겠습니다.,3,기타 > 배달 취소,기타,배달 취소,,,,FEMALE,10대,수도권
3406,R_4eCtmmGvJeWt4mA,요즘 비오는 날에 배달을 안시킵니다. 배달을 시켜도 40-50분 기다리고 심지어 배달기사가 안잡혀서 주문 취소에 이르기 때문입니다…. 그리고 저녁시간에 시켰을때도 원래 정해졌던 시간에서 20분이나 오버되고 저는 일정있어서 취소하고.. 요즘 서비스 이용이 많이 불편하다는 점 알아주셨으면 좋겠습니다.,3,도착 예정 시간에 배달 > 배달 시간 부정확,도착 예정 시간에 배달,배달 시간 부정확,,,,FEMALE,10대,수도권
3407,R_4J3bqN4QL5BA7h7,편리하지만 할인혜택이 적어요 ,5,없음 > 없음,없음,없음,,,,FEMALE,30대,수도권
3408,R_4J3bqN4QL5BA7h7,편리하지만 할인혜택이 적어요 ,5,혜택(할인 및 쿠폰) > 할인 혜택,혜택(할인 및 쿠폰),할인 혜택,,,,FEMALE,30대,수도권
3409,R_9HGDe5J8iw0LfXK,"음식시키기편하고 
배달도 빠르고 음식도
안전하게 받을수있어서 좋아요",10,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,40대,지방
